village,date,pH,turbidity,dissolved_oxygen,nitrates,coliform,rainfall,temperature,diarrhea_cases,growth_rate,contamination_score
Malegaon,2023-09-29,7.7,1.0,8.52,13.23,95.6,50.4,26.5,8,0.488,21.08
Shivgarh,2023-09-29,6.81,1.0,9.51,18.34,59.5,38.7,26.0,6,0.331,15.24
Ambegaon,2023-09-29,6.97,1.0,8.81,23.91,82.8,64.1,27.5,8,0.405,24.07
Malegaon,2023-09-29,5.97,5.1,7.01,12.22,86.4,29.5,26.7,14,0.511,38.34
Khandala,2023-09-29,7.19,1.0,9.36,27.12,100.8,56.3,29.3,11,0.572,27.05
Tarwada,2023-09-29,7.71,5.39,7.36,48.27,155.8,0.6,26.8,14,0.767,68.4
Harinagar,2023-09-29,6.48,1.1,10.0,9.8,69.7,13.9,27.6,5,0.364,15.49
Bhavanipur,2023-09-30,7.32,4.39,8.75,29.87,147.7,90.7,32.0,12,0.669,54.46
Laxmipur,2023-09-30,8.13,1.0,8.94,25.18,96.2,105.8,29.3,14,0.566,31.47
Bhimnagar,2023-09-30,7.09,10.0,5.13,45.4,200.0,11.0,26.6,14,0.936,93.31
Malegaon,2023-10-01,6.12,1.08,8.57,17.03,106.9,24.5,23.8,7,0.511,21.22
Wagholi,2023-10-01,6.64,1.56,10.0,41.15,101.9,5.5,25.4,11,0.488,30.46
Radhapur,2023-10-01,6.22,3.94,8.09,18.62,95.3,1.2,24.8,8,0.449,34.82
Belpur,2023-10-01,6.92,1.0,10.0,8.22,26.9,1.9,20.9,2,0.124,6.17
Tulsipur,2023-10-01,7.27,1.0,10.0,15.09,32.7,3.5,24.7,3,0.175,6.2
Jawahar Nagar,2023-10-02,7.19,1.0,8.59,14.49,44.0,27.1,27.1,5,0.239,10.14
Vadgaon,2023-10-02,5.89,1.16,8.82,5.81,14.3,2.2,26.4,3,0.14,6.55
Dhamangaon,2023-10-02,6.41,1.0,8.55,12.77,41.1,41.5,24.1,3,0.291,14.12
Salegaon,2023-10-02,7.02,1.0,8.16,14.03,57.9,34.8,26.6,6,0.346,18.33
Umargaon,2023-10-02,6.63,1.0,8.15,42.07,140.9,4.3,24.0,11,0.649,39.47
Pimpalgaon,2023-10-02,7.17,3.99,6.09,8.66,69.3,13.0,24.1,6,0.373,26.77
Madhavpur,2023-10-02,7.31,4.66,9.06,19.68,94.3,9.8,24.2,8,0.416,34.21
Madhavpur,2023-10-03,6.24,2.42,9.68,17.97,93.6,84.8,23.9,8,0.537,32.36
Balkishan,2023-10-03,6.81,3.8,9.0,18.9,106.8,0.3,25.6,7,0.455,35.43
Karanjgaon,2023-10-03,7.15,1.0,10.0,11.6,57.7,9.1,24.7,10,0.337,10.77
Sonegaon,2023-10-03,6.57,2.38,8.96,13.42,64.6,3.8,23.0,7,0.408,19.85
Belpur,2023-10-03,6.72,7.37,7.22,8.16,80.3,11.4,27.2,7,0.369,41.75
Balkishan,2023-10-03,6.45,1.0,10.0,6.71,10.6,0.7,26.6,2,0.073,2.87
Deulgaon,2023-10-03,7.26,1.59,9.58,15.44,70.9,3.0,25.4,6,0.358,21.56
Balkishan,2023-10-04,6.79,1.0,9.75,8.97,18.0,1.0,21.2,4,0.15,8.67
Devgaon,2023-10-04,7.1,2.7,9.85,5.18,36.4,0.8,24.8,4,0.194,10.45
Sonegaon,2023-10-04,6.73,3.54,9.31,12.77,77.4,7.9,26.8,6,0.374,22.73
Karanjgaon,2023-10-04,6.71,1.0,9.23,8.33,52.2,16.3,24.2,3,0.269,5.95
Vadgaon,2023-10-04,7.54,2.35,8.43,11.28,64.1,27.4,25.5,6,0.394,21.95
Radhapur,2023-10-04,7.04,1.0,10.0,13.34,26.3,0.6,28.1,1,0.165,9.87
Deulgaon,2023-10-04,6.35,1.32,9.27,16.06,42.7,4.2,25.1,4,0.196,10.3
Belpur,2023-10-04,7.63,5.12,7.6,17.23,84.5,0.0,26.0,7,0.415,40.33
Krishnapur,2023-10-04,6.89,1.68,9.73,8.05,22.9,9.5,24.4,5,0.192,9.55
Belpur,2023-10-04,6.16,1.0,10.0,8.72,15.9,2.4,27.0,2,0.109,2.29
Wagholi,2023-10-04,7.16,1.81,7.6,9.17,32.7,2.3,25.1,2,0.174,14.39
Sundarpur,2023-10-05,6.74,2.24,7.82,15.09,49.5,13.9,22.1,5,0.288,17.53
Deulgaon,2023-10-05,6.28,1.39,9.39,5.88,17.2,2.2,27.8,3,0.152,8.39
Tulsipur,2023-10-05,6.74,5.12,8.33,10.77,85.6,27.8,26.0,7,0.381,32.28
Morwada,2023-10-05,7.65,1.24,9.38,20.14,67.8,7.8,24.9,7,0.374,15.27
Sitapur,2023-10-06,7.39,2.47,7.67,7.0,72.5,11.1,24.7,5,0.334,17.83
Sitapur,2023-10-06,6.48,1.12,10.0,24.12,71.3,8.3,23.5,7,0.378,22.42
Jawahar Nagar,2023-10-06,6.64,1.0,9.23,9.2,22.4,22.6,24.8,5,0.191,7.33
Madhavpur,2023-10-06,6.65,2.37,7.76,9.88,33.8,13.2,24.7,3,0.196,12.19
Sonegaon,2023-10-06,5.94,5.03,6.12,9.73,59.4,10.0,27.6,6,0.311,30.53
Harinagar,2023-10-06,6.29,1.0,10.0,5.55,6.2,3.3,26.5,2,0.09,2.75
Harinagar,2023-10-07,6.84,7.95,7.27,35.8,152.3,8.1,25.0,10,0.778,69.06
Rampur,2023-10-07,6.4,7.71,5.1,8.86,92.6,3.8,24.5,7,0.418,50.24
Sonegaon,2023-10-07,6.78,1.0,9.94,42.74,114.0,10.7,24.7,11,0.634,34.8
Sonegaon,2023-10-07,5.73,1.0,9.77,17.76,77.5,48.2,23.6,6,0.327,23.43
Chandpur,2023-10-07,6.94,1.51,10.0,16.9,38.3,2.2,24.9,5,0.213,12.18
Karanjgaon,2023-10-07,6.96,5.4,7.09,17.79,95.0,26.5,26.2,8,0.446,35.41
Sitapur,2023-10-07,7.1,1.0,10.0,10.13,150.2,2.9,22.3,10,0.609,30.06
Bhimnagar,2023-10-08,7.66,1.0,10.0,8.65,68.8,2.1,26.8,6,0.37,13.24
Sonegaon,2023-10-08,6.82,1.0,8.53,14.36,32.7,9.1,23.8,2,0.246,8.86
Madhavpur,2023-10-08,7.44,1.69,8.54,7.62,48.2,6.9,26.5,3,0.217,13.47
Rampur,2023-10-08,6.66,1.05,10.0,19.14,57.7,5.8,24.9,6,0.384,13.78
Belpur,2023-10-09,6.88,3.42,8.6,23.27,174.4,6.6,26.1,15,0.86,48.22
Krishnapur,2023-10-09,8.36,1.0,9.86,16.52,55.9,37.4,24.1,5,0.306,20.61
Wagholi,2023-10-09,7.08,1.0,9.95,6.62,7.3,1.0,25.1,1,0.209,2.64
Pimpalgaon,2023-10-09,6.53,4.8,8.18,10.76,88.1,8.4,24.3,6,0.4,37.59
Balkishan,2023-10-09,7.97,1.0,10.0,36.7,104.3,1.7,23.2,7,0.486,33.09
Harinagar,2023-10-10,7.06,7.65,7.25,14.31,113.7,24.2,24.0,9,0.483,50.92
Sitapur,2023-10-10,6.57,6.17,6.76,41.07,151.0,11.0,24.7,12,0.762,61.56
Rampur,2023-10-10,6.42,5.24,7.75,7.88,90.1,2.9,23.9,5,0.436,33.15
Ranjangaon,2023-10-10,6.87,10.0,4.42,5.49,97.3,0.3,25.4,7,0.428,55.46
Harinagar,2023-10-10,7.11,3.45,9.03,20.19,76.0,20.1,25.9,7,0.335,27.7
Krishnapur,2023-10-10,7.42,2.48,9.44,13.25,44.8,2.6,26.1,7,0.293,17.4
Khandala,2023-10-10,8.03,1.97,9.21,7.25,30.7,10.5,22.7,2,0.142,15.83
Nandgaon,2023-10-10,7.34,2.05,8.49,9.26,30.5,1.3,27.3,4,0.226,16.71
Harinagar,2023-10-10,6.8,3.11,8.15,11.88,53.9,18.6,26.8,5,0.256,18.94
Tulsipur,2023-10-11,7.44,2.62,9.83,9.86,43.7,28.6,25.1,5,0.343,21.04
Rampur,2023-10-11,7.16,4.15,9.09,14.22,126.9,53.0,24.3,16,0.668,34.34
Khandala,2023-10-11,6.72,1.0,9.35,37.32,89.0,3.1,26.4,9,0.423,24.13
Tarwada,2023-10-11,7.91,1.17,8.58,17.03,69.3,16.8,23.2,6,0.393,19.93
Sundarpur,2023-10-11,7.52,5.1,7.07,6.86,70.0,6.2,24.8,4,0.427,29.15
Bhavanipur,2023-10-11,5.66,1.0,9.06,14.41,44.8,3.3,24.9,4,0.278,12.99
Balkishan,2023-10-11,6.64,1.0,8.76,14.85,42.0,24.8,23.9,4,0.296,12.63
Belpur,2023-10-11,7.01,2.32,9.54,5.99,20.1,0.1,23.8,3,0.165,8.13
Ranjangaon,2023-10-11,7.44,6.3,7.1,10.96,90.2,14.4,24.2,8,0.471,41.33
Balkishan,2023-10-11,7.15,1.0,10.0,9.64,29.8,4.7,27.1,6,0.229,11.81
Gopalnagar,2023-10-11,6.55,1.83,7.47,18.09,67.6,5.3,24.1,7,0.455,21.13
Morwada,2023-10-12,6.72,4.74,7.52,7.33,53.5,0.7,26.3,5,0.346,28.26
Chandpur,2023-10-12,6.89,2.06,7.54,11.81,46.3,5.9,27.0,4,0.245,12.94
Tarwada,2023-10-12,6.63,1.58,6.78,12.46,39.9,9.9,26.7,9,0.278,8.66
Radhapur,2023-10-12,7.17,5.18,7.77,9.37,75.7,10.4,27.6,8,0.393,32.39
Ranjangaon,2023-10-12,7.24,1.0,9.61,7.13,12.9,9.9,24.4,3,0.155,8.86
Karanjgaon,2023-10-13,8.06,1.0,8.45,6.75,18.5,1.8,23.7,4,0.155,6.25
Harinagar,2023-10-13,6.54,4.59,8.3,19.09,85.2,6.4,24.2,7,0.461,30.49
Ranjangaon,2023-10-13,7.26,1.66,10.0,8.09,32.1,17.2,24.9,3,0.161,10.07
Chandpur,2023-10-13,6.31,1.05,9.84,21.29,63.8,4.0,24.7,9,0.342,19.81
Madhavpur,2023-10-13,6.36,2.71,8.22,10.44,63.0,18.5,26.4,5,0.288,20.05
Pimpalgaon,2023-10-13,5.96,1.0,10.0,6.2,21.5,1.9,23.7,6,0.191,10.22
Belpur,2023-10-14,6.07,1.02,9.55,8.07,31.3,9.2,25.2,5,0.294,8.8
Madhavpur,2023-10-14,7.19,1.08,8.17,5.4,11.1,1.1,23.3,1,0.058,3.49
Sonegaon,2023-10-14,6.63,2.16,10.0,12.65,61.8,29.2,26.6,5,0.32,20.35
Karanjgaon,2023-10-14,6.64,1.0,8.77,7.07,27.4,8.8,23.2,3,0.249,7.51
Laxmipur,2023-10-15,5.72,2.03,8.11,13.78,36.3,1.9,23.9,3,0.189,11.61
Ranjangaon,2023-10-15,7.3,1.0,8.43,9.24,35.2,17.2,25.4,5,0.314,9.43
Khandala,2023-10-15,6.09,1.79,9.24,24.03,70.2,2.1,26.4,6,0.318,22.98
Ambegaon,2023-10-15,5.58,1.35,9.1,12.87,44.4,34.3,24.1,5,0.291,18.11
Karanjgaon,2023-10-15,8.36,4.78,7.27,14.13,78.4,10.2,22.5,7,0.352,37.25
Laxmipur,2023-10-15,6.02,4.76,8.16,12.64,62.3,3.1,24.7,6,0.343,26.26
Khandala,2023-10-15,7.34,1.42,10.0,18.21,55.4,21.4,26.9,4,0.272,14.3
Krishnapur,2023-10-15,5.55,1.22,8.62,13.7,119.2,41.2,23.9,10,0.632,32.72
Balkishan,2023-10-16,6.95,1.48,9.48,8.25,26.3,20.0,23.3,4,0.221,12.82
Chikhali,2023-10-16,5.86,1.36,8.68,7.97,35.7,11.9,22.3,4,0.244,12.0
Tulsipur,2023-10-16,6.26,2.57,10.0,7.13,48.4,11.5,25.2,5,0.336,17.29
Harinagar,2023-10-16,8.38,1.56,10.0,7.58,37.8,8.8,24.7,3,0.266,10.22
Ranjangaon,2023-10-16,7.71,1.0,10.0,6.88,38.9,2.3,25.6,4,0.272,13.19
Vadgaon,2023-10-17,6.8,1.82,9.88,6.34,22.4,5.1,26.7,2,0.171,10.27
Laxmipur,2023-10-17,7.36,4.99,8.07,43.63,161.0,44.1,26.1,13,0.748,57.91
Dhamangaon,2023-10-17,6.2,1.31,9.08,7.36,14.8,4.2,26.7,3,0.205,5.43
Harinagar,2023-10-17,8.5,5.69,7.83,14.58,99.2,44.4,26.9,9,0.582,41.08
Nandgaon,2023-10-17,6.94,4.79,7.28,7.65,67.3,14.1,24.2,8,0.332,32.13
Umargaon,2023-10-17,7.21,7.06,6.24,11.37,92.1,19.9,24.9,7,0.523,44.33
Khandala,2023-10-17,6.54,2.84,8.75,17.94,65.1,11.1,25.5,6,0.493,24.44
Chikhali,2023-10-18,7.41,1.0,9.05,12.85,35.8,14.1,24.4,3,0.195,9.35
Jawahar Nagar,2023-10-18,7.15,2.1,9.37,13.73,73.1,39.1,23.5,8,0.409,23.31
Khandala,2023-10-18,6.68,1.0,7.14,12.09,42.2,34.3,23.0,4,0.189,8.77
Khandala,2023-10-18,8.13,1.0,9.13,7.87,19.0,9.4,26.7,6,0.223,10.16
Dhamangaon,2023-10-19,6.72,1.0,8.7,6.64,23.5,5.1,24.4,2,0.12,2.59
Nandgaon,2023-10-19,7.03,2.47,8.08,11.57,49.3,27.9,21.2,5,0.25,20.12
Umargaon,2023-10-19,7.11,1.02,8.44,17.27,76.5,53.0,23.6,8,0.409,13.9
Ambegaon,2023-10-19,7.12,1.0,10.0,16.4,53.8,55.4,25.5,4,0.29,15.39
Laxmipur,2023-10-19,7.0,2.49,8.71,9.32,34.6,5.2,27.5,4,0.194,12.67
Krishnapur,2023-10-20,7.45,1.17,9.55,12.3,41.8,45.3,23.5,4,0.289,13.5
Ranjangaon,2023-10-20,6.23,9.59,4.09,5.31,91.2,1.0,26.1,11,0.507,52.62
Krishnapur,2023-10-20,7.52,4.71,7.61,48.23,181.8,75.3,25.7,19,0.873,65.75
Tarwada,2023-10-20,6.87,4.59,7.29,14.19,72.0,17.5,27.0,10,0.435,35.2
Umargaon,2023-10-20,6.57,1.0,10.0,12.34,59.6,5.7,23.8,8,0.369,17.81
Wagholi,2023-10-20,8.12,1.18,9.59,9.21,40.3,4.8,23.2,4,0.261,12.15
Krishnapur,2023-10-21,5.5,1.0,10.0,14.76,190.8,29.7,26.6,17,0.896,48.63
Nandgaon,2023-10-21,7.0,1.0,9.84,9.42,25.0,4.9,24.1,7,0.334,15.61
Umargaon,2023-10-21,7.45,1.54,9.13,9.19,151.6,18.7,25.7,11,0.639,31.9
Vadgaon,2023-10-21,7.88,10.0,5.23,15.06,130.2,5.2,25.2,9,0.579,65.09
Malegaon,2023-10-22,6.29,1.06,9.17,7.41,15.4,2.6,23.4,5,0.189,2.88
Deulgaon,2023-10-22,7.15,1.0,10.0,21.68,115.0,10.4,24.8,8,0.485,22.01
Bhavanipur,2023-10-22,7.14,1.8,9.45,14.58,44.9,10.0,23.9,3,0.271,16.88
Vadgaon,2023-10-22,7.78,3.62,8.45,16.83,73.5,30.2,23.3,7,0.374,27.71
Ambegaon,2023-10-22,7.22,1.72,9.22,17.94,71.4,38.9,24.1,7,0.396,22.07
Bhimnagar,2023-10-22,6.68,5.71,6.76,11.44,75.5,19.3,26.5,6,0.408,37.28
Krishnapur,2023-10-22,7.79,3.48,7.66,13.13,60.6,13.4,24.8,8,0.462,26.94
Jawahar Nagar,2023-10-23,7.78,1.9,8.49,6.09,17.4,2.4,25.5,2,0.096,8.25
Pimpalgaon,2023-10-23,7.39,4.48,7.94,42.7,147.2,13.0,24.7,11,0.642,52.22
Morwada,2023-10-23,7.12,7.29,6.7,9.1,99.5,11.3,22.0,8,0.452,48.62
Morwada,2023-10-23,6.53,1.0,9.32,12.17,52.8,12.5,26.0,4,0.264,6.87
Deulgaon,2023-10-23,6.16,6.22,8.22,14.44,97.6,29.4,25.3,10,0.545,44.03
Vadgaon,2023-10-23,8.22,2.26,9.19,12.49,155.6,0.1,26.2,11,0.727,39.91
Nandgaon,2023-10-24,7.34,1.14,9.9,7.24,31.6,6.2,26.8,4,0.194,11.63
Dhamangaon,2023-10-24,7.7,1.17,9.94,7.96,20.3,11.1,26.6,4,0.15,7.98
Ambegaon,2023-10-24,7.24,1.0,9.91,7.44,37.3,12.2,24.6,2,0.183,5.79
Sonegaon,2023-10-24,6.86,1.5,9.7,7.74,27.1,14.0,23.2,6,0.29,8.86
Rampur,2023-10-24,6.49,1.99,9.14,21.26,175.6,17.2,23.9,11,0.792,43.58
Vadgaon,2023-10-24,7.47,1.16,10.0,8.53,16.0,6.9,24.1,3,0.203,4.81
Gopalnagar,2023-10-24,7.56,4.68,8.18,5.44,167.8,0.7,23.7,12,0.883,48.96
Karanjgaon,2023-10-25,7.04,2.86,8.51,6.51,44.3,2.8,21.2,2,0.186,14.64
Chikhali,2023-10-25,7.82,5.23,6.59,8.67,70.5,17.5,23.3,7,0.347,31.75
Devgaon,2023-10-25,7.85,1.0,9.33,11.07,91.3,4.5,25.0,10,0.425,21.26
Dhamangaon,2023-10-25,6.5,1.06,10.0,16.15,85.3,52.9,24.5,9,0.429,20.81
Chandpur,2023-10-26,7.09,8.04,5.77,13.66,144.5,50.6,22.2,13,0.715,59.7
Pimpalgaon,2023-10-26,6.05,1.26,9.55,12.91,42.9,17.3,25.1,5,0.376,13.63
Wagholi,2023-10-26,7.79,1.0,9.16,8.92,23.5,3.5,24.9,11,0.339,9.84
Malegaon,2023-10-26,6.2,4.68,7.6,11.21,111.9,38.4,26.4,7,0.451,36.39
Bhavanipur,2023-10-26,8.0,1.61,9.93,6.73,23.0,10.2,25.0,3,0.14,9.28
Harinagar,2023-10-27,6.49,2.93,7.8,13.48,56.9,26.5,24.1,6,0.306,19.06
Radhapur,2023-10-27,6.41,6.52,6.67,8.85,74.2,4.8,25.2,5,0.375,44.73
Chikhali,2023-10-27,6.2,1.0,9.16,5.55,19.3,2.5,25.3,2,0.167,4.09
Devgaon,2023-10-27,6.59,1.94,8.37,6.38,25.6,1.0,25.4,4,0.193,6.97
Khandala,2023-10-27,6.2,1.0,8.2,24.22,68.6,6.5,26.0,6,0.366,13.94
Rampur,2023-10-27,6.84,2.01,9.48,21.7,70.4,18.0,23.1,6,0.356,19.22
Harinagar,2023-10-28,6.17,1.32,9.55,11.33,68.5,32.9,24.7,5,0.4,13.74
Tarwada,2023-10-28,5.69,1.9,7.82,5.49,33.7,2.2,26.4,5,0.207,10.44
Laxmipur,2023-10-28,7.2,1.0,9.56,11.49,53.5,17.6,25.7,5,0.295,9.6
Ambegaon,2023-10-28,7.52,1.0,9.67,13.22,43.7,26.9,26.4,5,0.248,10.8
Ranjangaon,2023-10-28,6.18,4.54,7.93,12.08,61.8,9.3,23.8,6,0.343,27.18
Balkishan,2023-10-28,7.26,2.54,8.67,20.3,84.2,5.0,23.3,11,0.475,27.13
Pimpalgaon,2023-10-29,7.21,1.0,9.48,11.16,43.6,2.0,24.0,4,0.28,13.75
Ranjangaon,2023-10-29,6.36,1.0,10.0,7.44,12.3,0.0,26.3,4,0.252,7.19
Malegaon,2023-10-29,6.3,4.25,7.67,12.19,57.1,7.8,26.4,3,0.424,26.19
Ambegaon,2023-10-29,6.76,1.23,9.16,7.95,20.5,3.4,26.5,3,0.177,3.07
Laxmipur,2023-10-29,7.48,1.0,10.0,6.16,41.3,3.4,24.6,2,0.315,5.71
Morwada,2023-10-29,7.07,1.22,8.94,7.58,18.6,15.7,25.3,3,0.234,7.68
Khandala,2023-10-29,6.66,3.69,8.68,45.05,147.6,3.4,23.5,12,0.674,52.11
Wagholi,2023-10-29,6.18,2.44,8.38,15.07,54.5,11.5,25.8,3,0.29,18.05
Tulsipur,2023-10-30,6.88,1.0,9.79,10.83,32.1,19.0,23.2,2,0.154,4.92
Salegaon,2023-10-30,7.36,1.0,10.0,6.41,13.9,6.2,25.0,3,0.123,4.68
Wagholi,2023-10-30,6.67,1.0,8.94,24.58,52.8,1.1,25.2,3,0.372,13.15
Belpur,2023-10-31,7.42,1.0,10.0,9.53,21.7,14.0,21.7,3,0.195,10.51
Harinagar,2023-10-31,7.78,1.0,8.64,13.61,45.9,19.1,26.5,5,0.291,14.89
Krishnapur,2023-10-31,6.7,1.1,10.0,12.56,37.5,29.8,25.4,4,0.253,11.03
Umargaon,2023-10-31,6.84,4.96,6.36,5.16,55.4,1.0,26.6,5,0.273,20.58
Devgaon,2023-10-31,7.39,2.13,8.94,10.28,28.4,3.2,25.5,5,0.18,13.58
Salegaon,2023-11-01,6.41,1.6,8.54,7.04,19.7,6.9,25.9,3,0.164,5.37
Wagholi,2023-11-01,7.56,1.0,8.95,34.6,131.3,34.1,22.1,10,0.649,35.82
Ambegaon,2023-11-01,7.31,1.46,9.05,24.87,65.8,5.6,22.8,7,0.35,22.4
Bhimnagar,2023-11-01,7.02,3.2,8.5,8.9,40.5,12.3,22.7,4,0.285,21.31
Deulgaon,2023-11-01,6.94,1.0,9.74,10.23,18.4,5.5,20.0,2,0.152,3.49
Ranjangaon,2023-11-01,7.29,7.39,6.54,11.26,86.7,4.8,21.5,5,0.365,42.0
Shivgarh,2023-11-01,7.24,2.69,8.76,7.31,47.9,3.0,22.1,4,0.256,17.36
Gopalnagar,2023-11-02,6.73,1.0,9.72,8.39,28.7,5.3,26.0,3,0.19,8.45
Wagholi,2023-11-02,6.0,4.29,6.99,47.1,163.7,2.6,21.9,12,0.699,64.37
Ambegaon,2023-11-02,7.03,3.34,8.15,7.98,42.5,0.9,22.0,6,0.272,20.26
Tarwada,2023-11-02,7.01,1.0,9.63,11.52,24.5,7.9,21.3,2,0.204,7.06
Malegaon,2023-11-02,7.49,1.71,10.0,8.44,46.0,21.2,21.5,4,0.285,10.68
Malegaon,2023-11-02,6.43,1.0,8.93,13.28,43.6,17.6,23.3,4,0.202,10.1
Madhavpur,2023-11-02,6.88,2.87,9.39,13.46,123.3,49.7,20.1,10,0.539,31.71
Tulsipur,2023-11-02,7.7,2.59,7.65,18.93,56.7,5.2,24.4,4,0.33,21.86
Tulsipur,2023-11-02,7.51,3.04,9.51,10.75,54.7,7.2,21.9,5,0.251,21.81
Belpur,2023-11-02,7.39,1.77,8.84,28.74,100.9,4.2,27.4,10,0.46,30.11
Shivgarh,2023-11-02,8.5,2.66,8.69,9.15,40.5,17.4,20.4,4,0.189,19.04
Deulgaon,2023-11-02,8.2,1.0,9.24,10.05,46.6,14.3,24.3,3,0.253,13.24
Laxmipur,2023-11-03,7.21,1.4,8.36,6.62,17.0,2.0,22.3,2,0.181,8.23
Sitapur,2023-11-03,7.38,1.0,9.44,10.57,42.3,25.1,23.3,4,0.19,10.58
Karanjgaon,2023-11-03,7.04,3.44,8.74,13.79,66.1,7.4,20.0,9,0.342,29.84
Sundarpur,2023-11-03,6.92,3.17,8.02,11.05,63.0,40.3,20.7,6,0.332,23.73
Harinagar,2023-11-03,7.17,2.94,8.25,8.35,51.2,1.8,24.5,3,0.257,15.25
Umargaon,2023-11-04,7.13,1.0,9.75,9.84,34.7,13.1,20.0,3,0.261,9.97
Chandpur,2023-11-04,6.23,1.0,8.73,7.32,43.4,10.9,25.1,7,0.309,6.37
Sitapur,2023-11-05,6.19,1.66,8.75,11.52,50.1,4.9,22.1,6,0.259,18.02
Deulgaon,2023-11-05,6.47,4.47,7.75,35.65,123.8,17.8,23.1,8,0.598,49.78
Laxmipur,2023-11-05,6.71,5.55,8.09,6.29,92.5,4.1,24.5,10,0.449,36.9
Bhimnagar,2023-11-05,7.46,1.0,10.0,16.73,37.3,5.0,22.0,5,0.299,10.49
Devgaon,2023-11-05,6.64,1.0,10.0,12.54,104.4,19.1,23.5,8,0.472,24.33
Ambegaon,2023-11-05,5.55,5.15,5.99,36.52,129.3,0.7,23.8,10,0.62,51.09
Devgaon,2023-11-06,6.92,1.0,9.53,22.36,71.0,21.5,23.3,6,0.392,15.56
Devgaon,2023-11-06,7.44,1.33,10.0,17.32,58.5,21.4,23.7,5,0.345,16.4
Pimpalgaon,2023-11-06,6.11,1.0,8.88,7.78,14.4,2.4,25.4,1,0.097,6.64
Dhamangaon,2023-11-06,7.69,3.66,8.54,8.9,49.0,18.9,26.1,5,0.274,23.58
Sonegaon,2023-11-06,6.77,1.33,8.85,6.79,24.5,11.8,22.5,1,0.198,9.41
Morwada,2023-11-06,7.44,2.18,8.1,20.28,84.9,30.3,23.2,10,0.461,27.37
Chikhali,2023-11-06,6.67,5.51,7.98,21.91,133.6,60.5,25.0,10,0.597,45.31
Karanjgaon,2023-11-07,5.76,4.19,8.04,6.95,45.0,0.8,22.2,5,0.238,24.03
Rampur,2023-11-07,6.47,4.44,8.95,7.98,57.0,6.5,20.1,3,0.298,25.58
Bhimnagar,2023-11-07,6.21,1.0,8.73,18.27,75.7,19.4,24.6,8,0.412,17.7
Gopalnagar,2023-11-07,6.52,8.58,7.05,14.2,128.0,2.1,24.1,10,0.568,58.06
Ambegaon,2023-11-07,7.04,3.89,7.8,11.1,66.5,3.7,26.4,6,0.36,24.42
Belpur,2023-11-07,6.74,5.29,7.71,15.85,127.3,7.2,20.9,12,0.568,46.68
Jawahar Nagar,2023-11-07,7.49,1.0,9.32,9.91,52.1,29.4,22.4,6,0.327,13.44
Wagholi,2023-11-07,6.55,1.89,8.97,17.49,98.2,15.1,22.9,7,0.417,19.95
Pimpalgaon,2023-11-07,8.04,1.1,10.0,14.77,38.9,1.9,21.3,3,0.268,8.29
Gopalnagar,2023-11-08,6.94,1.0,10.0,6.13,29.9,5.9,23.1,7,0.233,7.46
Belpur,2023-11-08,6.38,2.0,8.97,32.33,90.3,18.4,22.9,10,0.472,32.74
Ranjangaon,2023-11-08,6.89,1.0,9.22,17.14,92.3,17.4,23.6,7,0.408,21.45
Jawahar Nagar,2023-11-08,6.65,6.58,7.14,8.3,121.9,19.9,22.1,7,0.503,47.32
Bhimnagar,2023-11-08,7.59,4.83,6.66,19.39,84.2,18.5,22.8,11,0.503,36.39
Bhimnagar,2023-11-08,6.86,1.0,8.94,7.15,159.8,6.6,21.5,11,0.673,32.95
Gopalnagar,2023-11-08,7.73,1.56,8.87,22.09,110.5,14.9,21.2,8,0.461,29.55
Madhavpur,2023-11-09,6.8,6.34,5.88,6.13,61.8,0.4,23.1,3,0.269,28.35
Tulsipur,2023-11-09,5.53,4.94,7.04,8.27,101.5,9.5,24.4,11,0.475,43.35
Pimpalgaon,2023-11-09,6.68,5.44,6.99,7.06,53.4,3.0,22.2,5,0.284,30.56
Umargaon,2023-11-09,6.98,1.0,8.73,13.93,41.7,40.1,23.1,5,0.226,11.36
Bhimnagar,2023-11-09,7.07,3.93,8.18,37.15,119.0,13.6,23.3,10,0.63,47.47
Madhavpur,2023-11-09,5.88,1.0,10.0,12.06,42.0,36.2,20.3,4,0.194,15.44
Krishnapur,2023-11-09,7.0,8.55,6.06,35.9,183.8,5.9,22.0,14,0.814,76.12
Dhamangaon,2023-11-10,6.99,8.45,6.14,9.68,101.9,26.0,23.3,8,0.429,50.43
Salegaon,2023-11-10,7.07,9.5,4.73,8.68,138.7,3.2,22.0,10,0.592,67.57
Ambegaon,2023-11-10,7.45,5.71,7.46,5.99,53.6,1.3,24.0,5,0.272,28.92
Karanjgaon,2023-11-11,6.95,1.0,10.0,7.09,8.4,1.2,22.4,2,0.107,3.35
Madhavpur,2023-11-11,6.82,10.0,4.68,6.69,101.8,1.3,22.4,7,0.473,56.42
Sonegaon,2023-11-11,6.14,1.0,9.24,13.1,74.3,22.1,24.1,7,0.357,15.38
Shivgarh,2023-11-11,7.21,1.76,9.21,13.73,61.5,27.4,21.3,6,0.298,16.03
Tarwada,2023-11-11,5.5,1.0,9.08,27.03,85.6,51.0,22.8,9,0.522,29.26
Umargaon,2023-11-12,6.58,2.02,9.29,31.51,93.1,0.8,23.9,7,0.559,29.04
Rampur,2023-11-12,6.77,1.94,9.86,12.56,36.8,0.7,23.5,3,0.211,10.82
